observationAbout,observationDate,value,variableMeasured,unit,measurementMethod
country/IND,2021,60000,dcid:Exports_EconomicActivity_CountryARE_HSCode1509,USDollar,ExportsInUSD
country/IND,2021,13660000,dcid:Exports_EconomicActivity_CountryARE_HSCode1516,USDollar,ExportsInUSD
country/IND,2021,42850000,dcid:Exports_EconomicActivity_CountryARE_HSCode6806,USDollar,ExportsInUSD
country/IND,2021,1700000,dcid:Exports_EconomicActivity_CountryARE_HSCode2825,USDollar,ExportsInUSD
country/IND,2022,0,dcid:Exports_EconomicActivity_CountryAUS_HSCode02,USDollar,ExportsInUSD
country/IND,2022,19.81,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode53,Percent,ExportsInUSD
country/IND,2022,178730000,dcid:Exports_EconomicActivity_CountryAUS_HSCode54,USDollar,ExportsInUSD
country/IND,2022,37.93,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode54,Percent,ExportsInUSD
country/IND,2022,44700000,dcid:Exports_EconomicActivity_CountryAUS_HSCode55,USDollar,ExportsInUSD
country/IND,2022,11.77,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode55,Percent,ExportsInUSD
country/IND,2022,83260000,dcid:Exports_EconomicActivity_CountryAUS_HSCode56,USDollar,ExportsInUSD
country/IND,2022,627540000,dcid:Exports_EconomicActivity_CountryAUS_HSCode57,USDollar,ExportsInUSD
country/IND,2022,-4,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode57,Percent,ExportsInUSD
country/IND,2022,15990000,dcid:Exports_EconomicActivity_CountryAUS_HSCode58,USDollar,ExportsInUSD
country/IND,2022,17.39,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode58,Percent,ExportsInUSD
country/IND,2022,23170000,dcid:Exports_EconomicActivity_CountryAUS_HSCode59,USDollar,ExportsInUSD
country/IND,2022,56.34,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode59,Percent,ExportsInUSD
country/IND,2022,1310000,dcid:Exports_EconomicActivity_CountryAUS_HSCode60,USDollar,ExportsInUSD
country/IND,2022,17.87,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode60,Percent,ExportsInUSD
country/IND,2022,924020000,dcid:Exports_EconomicActivity_CountryAUS_HSCode61,USDollar,ExportsInUSD
country/IND,2022,34.33,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode61,Percent,ExportsInUSD
country/IND,2022,1132100000,dcid:Exports_EconomicActivity_CountryAUS_HSCode62,USDollar,ExportsInUSD
country/IND,2022,37.03,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode62,Percent,ExportsInUSD
country/IND,2022,1265480000,dcid:Exports_EconomicActivity_CountryAUS_HSCode63,USDollar,ExportsInUSD
country/IND,2022,14.39,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode63,Percent,ExportsInUSD
country/IND,2022,183520000,dcid:Exports_EconomicActivity_CountryAUS_HSCode64,USDollar,ExportsInUSD
country/IND,2022,20020000,dcid:Exports_EconomicActivity_CountryAUS_HSCode65,USDollar,ExportsInUSD
country/IND,2022,42.54,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode65,Percent,ExportsInUSD
country/IND,2022,140000,dcid:Exports_EconomicActivity_CountryAUS_HSCode66,USDollar,ExportsInUSD
country/IND,2022,44.8,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode66,Percent,ExportsInUSD
country/IND,2022,-46.45,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode67,Percent,ExportsInUSD
country/IND,2022,87260000,dcid:Exports_EconomicActivity_CountryAUS_HSCode68,USDollar,ExportsInUSD
country/IND,2022,-4.3,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode68,Percent,ExportsInUSD
country/IND,2022,142320000,dcid:Exports_EconomicActivity_CountryAUS_HSCode69,USDollar,ExportsInUSD
country/IND,2022,53.59,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode69,Percent,ExportsInUSD
country/IND,2022,99450000,dcid:Exports_EconomicActivity_CountryAUS_HSCode70,USDollar,ExportsInUSD
country/IND,2022,13.68,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode70,Percent,ExportsInUSD
country/IND,2022,2553440000,dcid:Exports_EconomicActivity_CountryAUS_HSCode71,USDollar,ExportsInUSD
country/IND,2022,24.84,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode71,Percent,ExportsInUSD
country/IND,2022,802860000,dcid:Exports_EconomicActivity_CountryAUS_HSCode72,USDollar,ExportsInUSD
country/IND,2022,138.08,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode72,Percent,ExportsInUSD
country/IND,2022,1575800000,dcid:Exports_EconomicActivity_CountryAUS_HSCode73,USDollar,ExportsInUSD
country/IND,2022,18.09,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode73,Percent,ExportsInUSD
country/IND,2022,90770000,dcid:Exports_EconomicActivity_CountryAUS_HSCode74,USDollar,ExportsInUSD
country/IND,2022,37.58,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode74,Percent,ExportsInUSD
country/IND,2022,1890000,dcid:Exports_EconomicActivity_CountryAUS_HSCode75,USDollar,ExportsInUSD
country/IND,2022,21.4,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode75,Percent,ExportsInUSD
country/IND,2022,631650000,dcid:Exports_EconomicActivity_CountryAUS_HSCode76,USDollar,ExportsInUSD
country/IND,2022,121.47,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode76,Percent,ExportsInUSD
country/IND,2022,930000,dcid:Exports_EconomicActivity_CountryAUS_HSCode78,USDollar,ExportsInUSD
country/IND,2022,-67.46,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode78,Percent,ExportsInUSD
country/IND,2022,2310000,dcid:Exports_EconomicActivity_CountryAUS_HSCode79,USDollar,ExportsInUSD
country/IND,2022,10000,dcid:Exports_EconomicActivity_CountryAUS_HSCode80,USDollar,ExportsInUSD
country/IND,2022,-81.73,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode80,Percent,ExportsInUSD
country/IND,2022,3780000,dcid:Exports_EconomicActivity_CountryAUS_HSCode81,USDollar,ExportsInUSD
country/IND,2022,538.65,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode81,Percent,ExportsInUSD
country/IND,2022,231340000,dcid:Exports_EconomicActivity_CountryAUS_HSCode82,USDollar,ExportsInUSD
country/IND,2022,8.27,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode82,Percent,ExportsInUSD
country/IND,2022,99260000,dcid:Exports_EconomicActivity_CountryAUS_HSCode83,USDollar,ExportsInUSD
country/IND,2022,28.88,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode83,Percent,ExportsInUSD
country/IND,2022,1859550000,dcid:Exports_EconomicActivity_CountryAUS_HSCode84,USDollar,ExportsInUSD
country/IND,2022,29.87,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode84,Percent,ExportsInUSD
country/IND,2022,1481690000,dcid:Exports_EconomicActivity_CountryAUS_HSCode85,USDollar,ExportsInUSD
country/IND,2022,15.76,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode85,Percent,ExportsInUSD
country/IND,2022,702520000,dcid:Exports_EconomicActivity_CountryAUS_HSCode86,USDollar,ExportsInUSD
country/IND,2022,2358.53,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode86,Percent,ExportsInUSD
country/IND,2022,1482110000,dcid:Exports_EconomicActivity_CountryAUS_HSCode87,USDollar,ExportsInUSD
country/IND,2022,75.58,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode87,Percent,ExportsInUSD
country/IND,2022,31610000,dcid:Exports_EconomicActivity_CountryAUS_HSCode88,USDollar,ExportsInUSD
country/IND,2022,458.14,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode88,Percent,ExportsInUSD
country/IND,2022,186030000,dcid:Exports_EconomicActivity_CountryAUS_HSCode89,USDollar,ExportsInUSD
country/IND,2022,635093.68,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode89,Percent,ExportsInUSD
country/IND,2022,18.45,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode90,Percent,ExportsInUSD
country/IND,2022,3610000,dcid:Exports_EconomicActivity_CountryAUS_HSCode91,USDollar,ExportsInUSD
country/IND,2022,-5.39,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode91,Percent,ExportsInUSD
country/IND,2022,3280000,dcid:Exports_EconomicActivity_CountryAUS_HSCode92,USDollar,ExportsInUSD
country/IND,2022,63.74,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode92,Percent,ExportsInUSD
country/IND,2022,4630000,dcid:Exports_EconomicActivity_CountryAUS_HSCode93,USDollar,ExportsInUSD
country/IND,2022,60.86,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode93,Percent,ExportsInUSD
country/IND,2022,490640000,dcid:Exports_EconomicActivity_CountryAUS_HSCode94,USDollar,ExportsInUSD
country/IND,2022,15.13,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode94,Percent,ExportsInUSD
country/IND,2022,247430000,dcid:Exports_EconomicActivity_CountryAUS_HSCode95,USDollar,ExportsInUSD
country/IND,2022,33.24,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode95,Percent,ExportsInUSD
country/IND,2022,90060000,dcid:Exports_EconomicActivity_CountryAUS_HSCode96,USDollar,ExportsInUSD
country/IND,2022,30.8,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode96,Percent,ExportsInUSD
country/IND,2022,5780000,dcid:Exports_EconomicActivity_CountryAUS_HSCode97,USDollar,ExportsInUSD
country/IND,2022,90000,dcid:Exports_EconomicActivity_CountryAUS_HSCode98,USDollar,ExportsInUSD
country/IND,2022,205.79,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode98,Percent,ExportsInUSD
country/IND,2022,60000,dcid:Exports_EconomicActivity_CountryAUS_HSCode99,USDollar,ExportsInUSD
country/IND,2022,180.05,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode99,Percent,ExportsInUSD
country/IND,2022,0,dcid:Exports_EconomicActivity_CountryAUS_HSCode0210,USDollar,ExportsInUSD
country/IND,2022,0,dcid:Exports_EconomicActivity_CountryAUS_HSCode2844,USDollar,ExportsInUSD
country/IND,2022,0,dcid:Exports_EconomicActivity_CountryARE_HSCode0207,USDollar,ExportsInUSD
country/IND,2022,0,dcid:Exports_EconomicActivity_CountryARE_HSCode1509,USDollar,ExportsInUSD
country/IND,2023,281570000,dcid:Exports_EconomicActivity_CountryAUS_HSCode82,USDollar,ExportsInUSD
country/IND,2023,100620000,dcid:Exports_EconomicActivity_CountryAUS_HSCode83,USDollar,ExportsInUSD
country/IND,2023,2286240000,dcid:Exports_EconomicActivity_CountryAUS_HSCode84,USDollar,ExportsInUSD
country/IND,2023,22.95,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode84,Percent,ExportsInUSD
country/IND,2023,3386520000,dcid:Exports_EconomicActivity_CountryAUS_HSCode85,USDollar,ExportsInUSD
country/IND,2023,128.56,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode85,Percent,ExportsInUSD
country/IND,2023,790360000,dcid:Exports_EconomicActivity_CountryAUS_HSCode86,USDollar,ExportsInUSD
country/IND,2023,1488890000,dcid:Exports_EconomicActivity_CountryAUS_HSCode87,USDollar,ExportsInUSD
country/IND,2023,0.46,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode87,Percent,ExportsInUSD
country/IND,2023,27970000,dcid:Exports_EconomicActivity_CountryAUS_HSCode88,USDollar,ExportsInUSD
country/IND,2023,-11.5,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode88,Percent,ExportsInUSD
country/IND,2023,100000,dcid:Exports_EconomicActivity_CountryAUS_HSCode89,USDollar,ExportsInUSD
country/IND,2023,-99.94,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode89,Percent,ExportsInUSD
country/IND,2023,6.33,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode90,Percent,ExportsInUSD
country/IND,2023,3900000,dcid:Exports_EconomicActivity_CountryAUS_HSCode91,USDollar,ExportsInUSD
country/IND,2023,8.01,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode91,Percent,ExportsInUSD
country/IND,2023,4080000,dcid:Exports_EconomicActivity_CountryAUS_HSCode92,USDollar,ExportsInUSD
country/IND,2023,24.55,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode92,Percent,ExportsInUSD
country/IND,2023,5290000,dcid:Exports_EconomicActivity_CountryAUS_HSCode93,USDollar,ExportsInUSD
country/IND,2023,14.23,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode93,Percent,ExportsInUSD
country/IND,2023,463360000,dcid:Exports_EconomicActivity_CountryAUS_HSCode94,USDollar,ExportsInUSD
country/IND,2023,-5.56,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode94,Percent,ExportsInUSD
country/IND,2023,250080000,dcid:Exports_EconomicActivity_CountryAUS_HSCode95,USDollar,ExportsInUSD
country/IND,2023,1.07,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode95,Percent,ExportsInUSD
country/IND,2023,113000000,dcid:Exports_EconomicActivity_CountryAUS_HSCode96,USDollar,ExportsInUSD
country/IND,2023,25.47,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode96,Percent,ExportsInUSD
country/IND,2023,6800000,dcid:Exports_EconomicActivity_CountryAUS_HSCode97,USDollar,ExportsInUSD
country/IND,2023,17.58,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode97,Percent,ExportsInUSD
country/IND,2023,160000,dcid:Exports_EconomicActivity_CountryAUS_HSCode98,USDollar,ExportsInUSD
country/IND,2023,75.84,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode98,Percent,ExportsInUSD
country/IND,2023,20000,dcid:Exports_EconomicActivity_CountryAUS_HSCode99,USDollar,ExportsInUSD
country/IND,2023,-68.79,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode99,Percent,ExportsInUSD
country/IND,2023,233220000,dcid:Exports_EconomicActivity_CountryARE_HSCode50,USDollar,ExportsInUSD
country/IND,2023,21640000,dcid:Exports_EconomicActivity_CountryARE_HSCode51,USDollar,ExportsInUSD
country/IND,2023,74620000,dcid:Exports_EconomicActivity_CountryARE_HSCode53,USDollar,ExportsInUSD
country/IND,2023,1612460000,dcid:Exports_EconomicActivity_CountryARE_HSCode54,USDollar,ExportsInUSD
country/IND,2023,879610000,dcid:Exports_EconomicActivity_CountryARE_HSCode55,USDollar,ExportsInUSD
country/IND,2023,249050000,dcid:Exports_EconomicActivity_CountryARE_HSCode56,USDollar,ExportsInUSD
