observationDate,observationAbout,variableMeasured,value,unit,measurementMethod,observationPeriod
2023,wikidataId/Q26253,dcid:NDAP_DengueCases_Statewise,445,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q26253,dcid:NDAP_DengueCases_Statewise,513,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q26253,dcid:NDAP_DengueCases_Statewise,125,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1188,dcid:NDAP_DengueCases_Statewise,15592,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1188,dcid:NDAP_DengueCases_Statewise,3318,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1188,dcid:NDAP_DengueCases_Statewise,6979,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1188,dcid:NDAP_DengueCases_Statewise,10224,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1188,dcid:NDAP_DengueCases_Statewise,1941,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1195,dcid:NDAP_DengueCases_Statewise,129,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1195,dcid:NDAP_DengueCases_Statewise,26,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1195,dcid:NDAP_DengueCases_Statewise,114,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1195,dcid:NDAP_DengueCases_Statewise,74,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1195,dcid:NDAP_DengueCases_Statewise,81,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1191,dcid:NDAP_DengueCases_Statewise,12720,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1191,dcid:NDAP_DengueCases_Statewise,8578,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1191,dcid:NDAP_DengueCases_Statewise,19034,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1191,dcid:NDAP_DengueCases_Statewise,19385,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1191,dcid:NDAP_DengueCases_Statewise,14168,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1193,dcid:NDAP_DengueCases_Statewise,203,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1193,dcid:NDAP_DengueCases_Statewise,503,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1193,dcid:NDAP_DengueCases_Statewise,2548,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1193,dcid:NDAP_DengueCases_Statewise,2463,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1193,dcid:NDAP_DengueCases_Statewise,5519,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1197,dcid:NDAP_DengueCases_Statewise,83,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1197,dcid:NDAP_DengueCases_Statewise,1868,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1197,dcid:NDAP_DengueCases_Statewise,2060,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1197,dcid:NDAP_DengueCases_Statewise,744,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1197,dcid:NDAP_DengueCases_Statewise,1482,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1199,dcid:NDAP_DengueCases_Statewise,24,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1199,dcid:NDAP_DengueCases_Statewise,154,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1199,dcid:NDAP_DengueCases_Statewise,4943,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1199,dcid:NDAP_DengueCases_Statewise,42,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1199,dcid:NDAP_DengueCases_Statewise,97,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1466991,dcid:NDAP_DengueCases_Statewise,7548,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1466991,dcid:NDAP_DengueCases_Statewise,7063,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1466991,dcid:NDAP_DengueCases_Statewise,12845,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1466991,dcid:NDAP_DengueCases_Statewise,9892,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1466991,dcid:NDAP_DengueCases_Statewise,2635,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q22424,dcid:NDAP_DengueCases_Statewise,23389,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q22424,dcid:NDAP_DengueCases_Statewise,11030,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q22424,dcid:NDAP_DengueCases_Statewise,13687,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q22424,dcid:NDAP_DengueCases_Statewise,6260,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q22424,dcid:NDAP_DengueCases_Statewise,4981,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1437,dcid:NDAP_DengueCases_Statewise,20749,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1437,dcid:NDAP_DengueCases_Statewise,13491,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1437,dcid:NDAP_DengueCases_Statewise,13924,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1437,dcid:NDAP_DengueCases_Statewise,12514,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1437,dcid:NDAP_DengueCases_Statewise,4348,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1505,dcid:NDAP_DengueCases_Statewise,243,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1505,dcid:NDAP_DengueCases_Statewise,264,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1505,dcid:NDAP_DengueCases_Statewise,311,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1505,dcid:NDAP_DengueCases_Statewise,374,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1505,dcid:NDAP_DengueCases_Statewise,169,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1445,dcid:NDAP_DengueCases_Statewise,6039,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1445,dcid:NDAP_DengueCases_Statewise,6430,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1445,dcid:NDAP_DengueCases_Statewise,9121,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1445,dcid:NDAP_DengueCases_Statewise,27378,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1445,dcid:NDAP_DengueCases_Statewise,23407,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1363,dcid:NDAP_DengueCases_Statewise,349,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1363,dcid:NDAP_DengueCases_Statewise,56,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1363,dcid:NDAP_DengueCases_Statewise,1447,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1363,dcid:NDAP_DengueCases_Statewise,1198,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1363,dcid:NDAP_DengueCases_Statewise,741,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q677037,dcid:NDAP_DengueCases_Statewise,7135,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q677037,dcid:NDAP_DengueCases_Statewise,8972,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q677037,dcid:NDAP_DengueCases_Statewise,8016,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q677037,dcid:NDAP_DengueCases_Statewise,10077,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q677037,dcid:NDAP_DengueCases_Statewise,8412,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1904,dcid:NDAP_DengueCases_Statewise,29750,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1904,dcid:NDAP_DengueCases_Statewise,19821,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1904,dcid:NDAP_DengueCases_Statewise,35402,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1904,dcid:NDAP_DengueCases_Statewise,15868,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1904,dcid:NDAP_DengueCases_Statewise,9206,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1498,dcid:NDAP_DengueCases_Statewise,738,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1498,dcid:NDAP_DengueCases_Statewise,2337,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1498,dcid:NDAP_DengueCases_Statewise,4320,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1498,dcid:NDAP_DengueCases_Statewise,494,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1498,dcid:NDAP_DengueCases_Statewise,992,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1356,dcid:NDAP_DengueCases_Statewise,8264,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1356,dcid:NDAP_DengueCases_Statewise,67271,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1356,dcid:NDAP_DengueCases_Statewise,30683,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1356,dcid:NDAP_DengueCases_Statewise,441,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q43119,dcid:NDAP_DengueCases_Statewise,175,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q43119,dcid:NDAP_DengueCases_Statewise,1014,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q43119,dcid:NDAP_DengueCases_Statewise,846,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q43119,dcid:NDAP_DengueCases_Statewise,59,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q43119,dcid:NDAP_DengueCases_Statewise,370,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q43110,dcid:NDAP_DengueCases_Statewise,1596,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q43110,dcid:NDAP_DengueCases_Statewise,910,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q43110,dcid:NDAP_DengueCases_Statewise,454,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q43110,dcid:NDAP_DengueCases_Statewise,349,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q43110,dcid:NDAP_DengueCases_Statewise,66,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1353,dcid:NDAP_DengueCases_Statewise,13089,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1353,dcid:NDAP_DengueCases_Statewise,10183,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1353,dcid:NDAP_DengueCases_Statewise,16866,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1353,dcid:NDAP_DengueCases_Statewise,10585,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1353,dcid:NDAP_DengueCases_Statewise,4665,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q46107,dcid:NDAP_DengueCases_Statewise,547,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q46107,dcid:NDAP_DengueCases_Statewise,685,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q46107,dcid:NDAP_DengueCases_Statewise,1178,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q46107,dcid:NDAP_DengueCases_Statewise,403,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q46107,dcid:NDAP_DengueCases_Statewise,212,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1979,dcid:NDAP_DengueCases_Statewise,279,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1979,dcid:NDAP_DengueCases_Statewise,228,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1979,dcid:NDAP_DengueCases_Statewise,284,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1979,dcid:NDAP_DengueCases_Statewise,278,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1979,dcid:NDAP_DengueCases_Statewise,132,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q66743,dcid:NDAP_DengueCases_Statewise,1625,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q66743,dcid:NDAP_DengueCases_Statewise,1673,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q66743,dcid:NDAP_DengueCases_Statewise,2790,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q66743,dcid:NDAP_DengueCases_Statewise,2128,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q66743,dcid:NDAP_DengueCases_Statewise,902,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,country/IND,dcid:NDAP_DengueCases_National,193245,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,country/IND,dcid:NDAP_DengueCases_National,233251,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,country/IND,dcid:NDAP_DengueCases_National,289235,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,country/IND,dcid:NDAP_DengueCases_National,233519,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,country/IND,dcid:NDAP_DengueCases_National,121824,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1159,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1159,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1159,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1159,dcid:NDAP_DengueDeaths_Statewise,2,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1159,dcid:NDAP_DengueDeaths_Statewise,5,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1162,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1162,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1162,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1162,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1162,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1164,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1164,dcid:NDAP_DengueDeaths_Statewise,2,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1164,dcid:NDAP_DengueDeaths_Statewise,7,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1164,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1164,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1165,dcid:NDAP_DengueDeaths_Statewise,2,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1165,dcid:NDAP_DengueDeaths_Statewise,32,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1165,dcid:NDAP_DengueDeaths_Statewise,74,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1165,dcid:NDAP_DengueDeaths_Statewise,16,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1165,dcid:NDAP_DengueDeaths_Statewise,2,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1168,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1168,dcid:NDAP_DengueDeaths_Statewise,10,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1168,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1168,dcid:NDAP_DengueDeaths_Statewise,2,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1168,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1171,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1171,dcid:NDAP_DengueDeaths_Statewise,1,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1171,dcid:NDAP_DengueDeaths_Statewise,3,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1171,dcid:NDAP_DengueDeaths_Statewise,3,Count,NDAP_NCVBDC_DengueSituation,P1Y
2025,wikidataId/Q1171,dcid:NDAP_DengueDeaths_Statewise,0,Count,NDAP_NCVBDC_DengueSituation,P1Y
2021,wikidataId/Q1172,dcid:NDAP_DengueDeaths_Statewise,14,Count,NDAP_NCVBDC_DengueSituation,P1Y
2022,wikidataId/Q1172,dcid:NDAP_DengueDeaths_Statewise,7,Count,NDAP_NCVBDC_DengueSituation,P1Y
2023,wikidataId/Q1172,dcid:NDAP_DengueDeaths_Statewise,7,Count,NDAP_NCVBDC_DengueSituation,P1Y
2024,wikidataId/Q1172,dcid:NDAP_DengueDeaths_Statewise,6,Count,NDAP_NCVBDC_DengueSituation,P1Y
